time,asset1_incidenceangle
2293.5,30.3222112670494
2294.5,0
2323.5,31.1619932568487
2324.5,0
2353.5,36.6306081630566
2354.5,0
2383.5,31.6844169759197
2384.5,0
2413.5,32.1288729115281
2414.5,0
2443.5,32.777737273161
2444.5,0
2473.5,43.1239193387137
2474.5,0
2503.5,44.9239803910139
2504.5,0
2533.5,35.2789238047426
2534.5,0
2563.5,35.8814420578018
2564.5,0
2593.5,29.7943179405024
2594.5,0
2623.5,37.212443069721
2624.5,0
2653.5,30.52905115264
2654.5,0
2683.5,30.2209973142651
2684.5,0
2713.5,39.536924605537
2714.5,0
2743.5,29.8663394939181
2744.5,0
2773.5,36.3546722774482
2774.5,0
2803.5,30.9745136337618
2804.5,0
2833.5,30.9871883185883
2834.5,0
2863.5,31.018541853511
2864.5,0
2893.5,30.0150854742534
2894.5,0
2923.5,30.3969584084024
2924.5,0
2953.5,31.0388399626811
2954.5,0
2983.5,31.4674371097153
2984.5,0
3013.5,32.1189414355433
3014.5,0
3043.5,31.1727656620348
3044.5,0
3073.5,29.8909724863728
3074.5,0
3103.5,30.2384256129342
3104.5,0
3133.5,38.4899732964686
3134.5,0
3163.5,30.5383451085592
3164.5,0
3193.5,31.1399985080372
3194.5,0
3223.5,49.0184136443093
3224.5,0
3253.5,30.2949765985293
3254.5,0
3283.5,34.0611042065708
3284.5,0
3313.5,35.3232920956014
3314.5,0
3343.5,29.7343933014593
3344.5,0
3372.5,29.8712330354484
3373.5,0
3402.5,36.7952423567467
3403.5,0
3433.5,44.8740846125295
3434.5,0
3462.5,30.7145710978743
3463.5,0
3493.5,29.7011256012829
3494.5,0
3523.5,49.1283209706459
3524.5,0
3553.5,45.0364755717955
3554.5,0
4031.5,30.3684757980178
4032.5,0
4153.5,30.7362944864965
4154.5,0
4183.5,31.0863253818172
4184.5,0
4213.5,31.6363465767165
4214.5,0
4243.5,29.6544733085865
4244.5,0
4273.5,29.7394674952277
4274.5,0
4303.5,29.919444194507
4304.5,0
4333.5,29.786781824034
4334.5,0
4362.5,29.6629491802195
4363.5,0
4392.5,29.6506997350812
4393.5,0
4423.5,29.7477443637079
4424.5,0
4453.5,29.9156763032219
4454.5,0
4482.5,29.8258660953156
4483.5,0
4513.5,29.6587048548905
4514.5,0
4543.5,64.0734414133
4544.5,0
4573.5,66.7256254379603
4574.5,0
4603.5,66.1233575655691
4604.5,0
4633.5,62.1771655446465
4634.5,0
4663.5,56.9963436453649
4664.5,0
4692.5,30.0719815042847
4693.5,0
4722.5,30.3460338588251
4723.5,0
4752.5,29.8953285361521
4753.5,0
4783.5,29.753895655627
4784.5,0
4813.5,29.6703909767434
4814.5,0
4843.5,29.7019609390998
4844.5,0
4873.5,29.8528181136467
4874.5,0
4903.5,30.1246575111295
4904.5,0
4933.5,30.0694717284872
4934.5,0
4963.5,29.6721542484544
4964.5,0
4993.5,29.645775507939
4994.5,0
5023.5,29.8156424846376
5024.5,0
5053.5,30.1969994202179
5054.5,0
5083.5,30.3536186447536
5084.5,0
5113.5,30.6723729524973
5114.5,0
5143.5,31.265135040903
5144.5,0
5173.5,32.1849664746971
5174.5,0
5203.5,33.4938407975078
5204.5,0
5233.5,34.6391548934953
5234.5,0
5263.5,30.3830125765734
5264.5,0
5293.5,38.308682173153
5294.5,0
5323.5,30.0358019840516
5324.5,0
5353.5,29.9315029449857
5354.5,0
5383.5,29.8390323326876
5384.5,0
5413.5,30.0362776605529
5414.5,0
5443.5,29.6615913664868
5444.5,0
5473.5,30.9728930589141
5474.5,0
5503.5,31.8779699838261
5504.5,0
5533.5,32.5741017933871
5534.5,0
5563.5,33.5438652827569
5564.5,0
5593.5,34.9414845291026
5594.5,0
5623.5,29.7263585299628
5624.5,0
5653.5,38.4493398736212
5654.5,0
5682.5,29.826606849426
5683.5,0
5712.5,29.6729612370388
5713.5,0
5742.5,30.0859247834069
5743.5,0
5772.5,30.5443898069981
5773.5,0
5802.5,31.2675082533446
5803.5,0
5832.5,31.9552584418131
5833.5,0
5863.5,63.7401528656888
5864.5,0
5893.5,29.9173055181635
5894.5,0
5923.5,29.9687350565713
5924.5,0
5953.5,55.4005605701379
5954.5,0
