time,asset2_incidenceangle
4513.5,0
4542.5,29.6485537488339
4543.5,0
4572.5,29.7521807136247
4573.5,0
4603.5,29.9206683350436
4604.5,0
4633.5,29.864066363127
4634.5,0
4663.5,29.8913721253646
4664.5,0
4693.5,30.0782778581806
4694.5,0
4723.5,30.4375349454366
4724.5,0
4753.5,30.9786346026496
4754.5,0
4783.5,31.1917090087254
4784.5,0
4813.5,31.4812749171091
4814.5,0
4843.5,29.6486497505448
4844.5,0
4873.5,29.771825202143
4874.5,0
4903.5,30.0227477380664
4904.5,0
4933.5,29.9665355833142
4934.5,0
4963.5,29.9546593861131
4964.5,0
4993.5,30.0537595844015
4994.5,0
5023.5,30.2637726867067
5024.5,0
5053.5,30.5816865113237
5054.5,0
5083.5,30.3808381423428
5084.5,0
5113.5,30.6220326636932
5114.5,0
5143.5,31.0705329873878
5144.5,0
5173.5,31.7466224434408
5174.5,0
5203.5,39.8218973762708
5204.5,0
5233.5,42.1864920533506
5234.5,0
5263.5,30.457261677389
5264.5,0
5293.5,29.6442221835896
5294.5,0
5323.5,52.1142928178928
5324.5,0
5353.5,30.4328159724715
5354.5,0
5383.5,30.1183383243497
5384.5,0
5413.5,29.8439611889863
5414.5,0
5443.5,30.522591573965
5444.5,0
5473.5,30.9818392391722
5474.5,0
5503.5,31.6194005086301
5504.5,0
5533.5,31.8891066830286
5534.5,0
5563.5,37.2313488677104
5564.5,0
5593.5,40.4297364187599
5594.5,0
5623.5,30.2132337811526
5624.5,0
5652.5,29.9855352380772
5653.5,0
5683.5,31.396460258557
5684.5,0
5713.5,30.6608609584217
5714.5,0
5743.5,30.811856859107
5744.5,0
5773.5,31.5008167682159
5774.5,0
5803.5,34.0733260271716
5804.5,0
5833.5,30.7494138534081
5834.5,0
5861.5,30.2221019284679
5862.5,0
5893.5,30.0658598515128
5894.5,0
5923.5,30.0060496754302
5924.5,0
5951.5,30.8417355275034
5952.5,0
