time,asset2_incidenceangle
0,0
13.5,31.368110327142
14.5,0
43.5,32.0186544250223
44.5,0
73.5,32.8774871684413
74.5,0
103.5,33.8920952485433
104.5,0
133.5,35.2820464347671
134.5,0
163.5,30.196516516698
164.5,0
193.5,30.2192340236515
194.5,0
223.5,30.4348600978218
224.5,0
253.5,30.7884506111477
254.5,0
283.5,50.1448548676727
284.5,0
313.5,31.8560722719446
314.5,0
343.5,32.656547329132
344.5,0
373.5,70.2453764139605
374.5,0
403.5,78.447669155172
404.5,0
433.5,36.5837385269784
434.5,0
463.5,38.5349622363347
464.5,0
493.5,62.542328548607
494.5,0
523.5,44.6755642256049
524.5,0
553.5,56.5797273239508
554.5,0
583.5,30.0454627252804
584.5,0
613.5,30.0044249246838
614.5,0
643.5,30.094372842131
644.5,0
673.5,73.0594604698175
674.5,0
703.5,36.6484711385622
704.5,0
733.5,30.7413390166413
734.5,0
763.5,30.8379818430529
764.5,0
793.5,31.0527567788711
794.5,0
823.5,31.3823659264825
824.5,0
853.5,31.8193496130478
854.5,0
883.5,33.3253934028005
884.5,0
913.5,34.7230246445193
914.5,0
943.5,37.5243584989572
944.5,0
973.5,31.1563051024459
974.5,0
1003.5,32.2727917585431
1004.5,0
1033.5,32.0082167090859
1034.5,0
1063.5,30.4104812899481
1064.5,0
1093.5,33.4239082042134
1094.5,0
1123.5,30.5531621086855
1124.5,0
1153.5,30.168461406845
1154.5,0
1183.5,30.9309966315938
1184.5,0
1213.5,30.82122098618
1214.5,0
1243.5,32.5255773245166
1244.5,0
1273.5,31.7392176469478
1274.5,0
1303.5,31.3291768534593
1304.5,0
1333.5,30.004337181595
1334.5,0
1363.5,31.3396461646579
1364.5,0
1393.5,30.7524044148866
1394.5,0
1423.5,30.3384953350537
1424.5,0
1453.5,31.0582761328864
1454.5,0
1483.5,30.4745634367301
1484.5,0
1513.5,29.97682549866
1514.5,0
1543.5,29.8953516338966
1544.5,0
1573.5,29.9563797252772
1574.5,0
1603.5,30.234177367241
1604.5,0
1633.5,30.0191400221328
1634.5,0
1663.5,30.9944091575974
1664.5,0
1693.5,38.564727775088
1694.5,0
1723.5,37.5528072851871
1724.5,0
1753.5,30.6025519465266
1754.5,0
1783.5,35.3055600578116
1784.5,0
1813.5,30.0252275640736
1814.5,0
1843.5,29.8570724065651
1844.5,0
1873.5,32.4573460797646
1874.5,0
1903.5,30.0980857903451
1904.5,0
1933.5,29.960191046938
1934.5,0
1963.5,30.6824224088459
1964.5,0
1993.5,30.3280788943863
1994.5,0
2023.5,30.1719149214691
2024.5,0
2053.5,30.1903133294257
2054.5,0
2083.5,29.9632526586176
2084.5,0
2113.5,29.9101487810831
2114.5,0
2143.5,30.0508220902172
2144.5,0
2173.5,30.4036455361676
2174.5,0
2203.5,31.0022760381038
2204.5,0
2233.5,31.3770868269927
2234.5,0
2263.5,31.9513343295936
2264.5,0
2293.5,32.8501221591301
2294.5,0
2323.5,34.1336813211208
2324.5,0
2353.5,35.8684728937896
2354.5,0
2383.5,31.0720115214715
2384.5,0
2413.5,31.4722105762907
2414.5,0
2443.5,32.1119904594592
2444.5,0
2473.5,33.0148795830598
2474.5,0
2503.5,34.1974957000544
2504.5,0
2533.5,39.1829506689257
2534.5,0
2563.5,39.3648469237051
2564.5,0
2593.5,59.4453558314815
2594.5,0
2623.5,29.8738944214054
2624.5,0
2653.5,30.0587551264922
2654.5,0
2683.5,29.9334770241334
2684.5,0
2713.5,41.0357658026122
2714.5,0
2743.5,29.8304892513081
2744.5,0
2773.5,29.9151557564208
2774.5,0
2803.5,40.7322001163428
2804.5,0
2833.5,29.9381885253921
2834.5,0
2863.5,29.8160276634864
2864.5,0
2893.5,36.9470866100979
2894.5,0
2923.5,35.8668717566454
2924.5,0
2953.5,30.0065961658971
2954.5,0
2983.5,33.3918282267579
2984.5,0
3013.5,31.9223904032948
3014.5,0
3043.5,38.3710996687554
3044.5,0
3073.5,31.3747053937435
3074.5,0
3103.5,37.8736499248327
3104.5,0
3133.5,33.3244828716011
3134.5,0
3163.5,29.8010889483206
3164.5,0
3193.5,32.9505740130384
3194.5,0
3223.5,30.8081433706979
3224.5,0
3253.5,30.5701473356402
3254.5,0
3283.5,30.1089092217882
3284.5,0
3313.5,29.813405156116
3314.5,0
3342.5,29.7794875878426
3343.5,0
3373.5,29.8878190181941
3374.5,0
3403.5,29.9722797428125
3404.5,0
3432.5,29.8389443971744
3433.5,0
3462.5,29.7204761293643
3463.5,0
3492.5,29.7528442449666
3493.5,0
3521.5,29.936881230678
3522.5,0
3551.5,30.3494019755031
3552.5,0
4123.5,31.262313460025
4124.5,0
4153.5,31.5169936623641
4154.5,0
4183.5,31.3205248993538
4184.5,0
4213.5,31.1192124785869
4214.5,0
4243.5,30.9971273912236
4244.5,0
4273.5,30.9591056587256
4274.5,0
4303.5,31.0085109063638
4304.5,0
4332.5,30.3258225811356
4333.5,0
4363.5,30.3503186730607
4364.5,0
4393.5,30.1624596954759
4394.5,0
4422.5,31.5296796545229
4423.5,0
4452.5,32.352681017315
4453.5,0
4483.5,29.8886491003901
4484.5,0
4512.5,33.3980974266426
